"","X","firstname","sex","race","call"
"2421",2421,"Kenya","female","black",0
"2422",2422,"Kristen","female","white",0
"2423",2423,"Allison","female","white",0
"2424",2424,"Anne","female","white",0
"2425",2425,"Tamika","female","black",0
"2426",2426,"Tanisha","female","black",0
"2427",2427,"Allison","female","white",0
"2428",2428,"Keisha","female","black",0
"2429",2429,"Meredith","female","white",0
"2430",2430,"Tanisha","female","black",0
"2431",2431,"Aisha","female","black",0
"2432",2432,"Anne","female","white",0
"2433",2433,"Anne","female","white",0
"2434",2434,"Brad","male","white",0
"2435",2435,"Brendan","male","white",0
"2436",2436,"Brett","male","white",0
"2437",2437,"Brett","male","white",0
"2438",2438,"Brett","male","white",0
"2439",2439,"Ebony","female","black",0
"2440",2440,"Ebony","female","black",0
"2441",2441,"Geoffrey","male","white",0
"2442",2442,"Greg","male","white",0
"2443",2443,"Hakim","male","black",0
"2444",2444,"Hakim","male","black",0
"2445",2445,"Jay","male","white",0
"2446",2446,"Jermaine","male","black",0
"2447",2447,"Jill","female","white",0
"2448",2448,"Kareem","male","black",0
"2449",2449,"Keisha","female","black",0
"2450",2450,"Kenya","female","black",0
"2451",2451,"Kristen","female","white",0
"2452",2452,"Lakisha","female","black",0
"2453",2453,"Latonya","female","black",0
"2454",2454,"Latonya","female","black",0
"2455",2455,"Leroy","male","black",0
"2456",2456,"Leroy","male","black",0
"2457",2457,"Matthew","male","white",0
"2458",2458,"Neil","male","white",0
"2459",2459,"Sarah","female","white",0
"2460",2460,"Todd","male","white",0
"2461",2461,"Tremayne","male","black",0
"2462",2462,"Tyrone","male","black",0
"2463",2463,"Ebony","female","black",0
"2464",2464,"Latonya","female","black",0
"2465",2465,"Meredith","female","white",0
"2466",2466,"Sarah","female","white",0
"2467",2467,"Ebony","female","black",0
"2468",2468,"Kristen","female","white",1
"2469",2469,"Meredith","female","white",1
"2470",2470,"Tanisha","female","black",1
"2471",2471,"Emily","female","white",0
"2472",2472,"Keisha","female","black",0
"2473",2473,"Lakisha","female","black",0
"2474",2474,"Meredith","female","white",0
"2475",2475,"Aisha","female","black",0
"2476",2476,"Anne","female","white",1
"2477",2477,"Carrie","female","white",1
"2478",2478,"Latoya","female","black",0
"2479",2479,"Jill","female","white",0
"2480",2480,"Lakisha","female","black",0
"2481",2481,"Sarah","female","white",0
"2482",2482,"Tamika","female","black",0
"2483",2483,"Allison","female","white",0
"2484",2484,"Emily","female","white",0
"2485",2485,"Kenya","female","black",0
"2486",2486,"Latoya","female","black",0
"2487",2487,"Allison","female","white",0
"2488",2488,"Anne","female","white",0
"2489",2489,"Lakisha","female","black",0
"2490",2490,"Tamika","female","black",0
"2491",2491,"Kristen","female","white",1
"2492",2492,"Latonya","female","black",1
"2493",2493,"Neil","male","white",0
"2494",2494,"Tyrone","male","black",0
"2495",2495,"Aisha","female","black",0
"2496",2496,"Anne","female","white",0
"2497",2497,"Latoya","female","black",0
"2498",2498,"Laurie","female","white",0
"2499",2499,"Brendan","male","white",0
"2500",2500,"Brett","male","white",0
"2501",2501,"Leroy","male","black",0
"2502",2502,"Tremayne","male","black",0
"2503",2503,"Anne","female","white",0
"2504",2504,"Emily","female","white",0
"2505",2505,"Keisha","female","black",0
"2506",2506,"Latoya","female","black",0
"2507",2507,"Kristen","female","white",0
"2508",2508,"Latoya","female","black",0
"2509",2509,"Sarah","female","white",0
"2510",2510,"Tamika","female","black",0
"2511",2511,"Aisha","female","black",0
"2512",2512,"Aisha","female","black",0
"2513",2513,"Allison","female","white",0
"2514",2514,"Allison","female","white",0
"2515",2515,"Brendan","male","white",0
"2516",2516,"Brett","male","white",1
"2517",2517,"Brett","male","white",0
"2518",2518,"Brett","male","white",0
"2519",2519,"Emily","female","white",0
"2520",2520,"Jay","male","white",1
"2521",2521,"Jill","female","white",0
"2522",2522,"Jill","female","white",0
"2523",2523,"Kareem","male","black",0
"2524",2524,"Keisha","female","black",0
"2525",2525,"Lakisha","female","black",0
"2526",2526,"Latonya","female","black",0
"2527",2527,"Latonya","female","black",0
"2528",2528,"Latonya","female","black",0
"2529",2529,"Matthew","male","white",0
"2530",2530,"Neil","male","white",0
"2531",2531,"Tamika","female","black",1
"2532",2532,"Tamika","female","black",0
"2533",2533,"Tremayne","male","black",0
"2534",2534,"Tyrone","male","black",0
"2535",2535,"Emily","female","white",0
"2536",2536,"Latonya","female","black",0
"2537",2537,"Sarah","female","white",0
"2538",2538,"Tanisha","female","black",0
"2539",2539,"Aisha","female","black",0
"2540",2540,"Allison","female","white",1
"2541",2541,"Emily","female","white",1
"2542",2542,"Lakisha","female","black",1
"2543",2543,"Jill","female","white",0
"2544",2544,"Kristen","female","white",0
"2545",2545,"Latonya","female","black",0
"2546",2546,"Tamika","female","black",0
"2547",2547,"Allison","female","white",0
"2548",2548,"Keisha","female","black",0
"2549",2549,"Kristen","female","white",0
"2550",2550,"Tanisha","female","black",1
"2551",2551,"Emily","female","white",0
"2552",2552,"Lakisha","female","black",0
"2553",2553,"Matthew","male","white",0
"2554",2554,"Tanisha","female","black",0
"2555",2555,"Anne","female","white",0
"2556",2556,"Latoya","female","black",0
"2557",2557,"Laurie","female","white",1
"2558",2558,"Tamika","female","black",0
"2559",2559,"Brendan","male","white",0
"2560",2560,"Jamal","male","black",0
"2561",2561,"Ebony","female","black",0
"2562",2562,"Emily","female","white",0
"2563",2563,"Latonya","female","black",1
"2564",2564,"Meredith","female","white",0
"2565",2565,"Ebony","female","black",0
"2566",2566,"Emily","female","white",0
"2567",2567,"Keisha","female","black",0
"2568",2568,"Laurie","female","white",0
"2569",2569,"Anne","female","white",0
"2570",2570,"Brad","male","white",0
"2571",2571,"Brett","male","white",0
"2572",2572,"Ebony","female","black",0
"2573",2573,"Emily","female","white",0
"2574",2574,"Emily","female","white",0
"2575",2575,"Jamal","male","black",0
"2576",2576,"Jay","male","white",0
"2577",2577,"Jermaine","male","black",0
"2578",2578,"Jill","female","white",0
"2579",2579,"Kareem","male","black",0
"2580",2580,"Kareem","male","black",0
"2581",2581,"Kareem","male","black",0
"2582",2582,"Keisha","female","black",0
"2583",2583,"Kristen","female","white",0
"2584",2584,"Lakisha","female","black",0
"2585",2585,"Leroy","male","black",0
"2586",2586,"Leroy","male","black",0
"2587",2587,"Matthew","male","white",0
"2588",2588,"Matthew","male","white",0
"2589",2589,"Neil","male","white",0
"2590",2590,"Sarah","female","white",0
"2591",2591,"Sarah","female","white",0
"2592",2592,"Tamika","female","black",0
"2593",2593,"Tanisha","female","black",0
"2594",2594,"Tanisha","female","black",0
"2595",2595,"Tanisha","female","black",0
"2596",2596,"Todd","male","white",0
"2597",2597,"Todd","male","white",0
"2598",2598,"Todd","male","white",0
"2599",2599,"Tremayne","male","black",0
"2600",2600,"Tremayne","male","black",0
"2601",2601,"Emily","female","white",0
"2602",2602,"Jill","female","white",0
"2603",2603,"Lakisha","female","black",0
"2604",2604,"Tanisha","female","black",0
"2605",2605,"Jill","female","white",0
"2606",2606,"Kenya","female","black",0
"2607",2607,"Kristen","female","white",0
"2608",2608,"Latoya","female","black",0
"2609",2609,"Carrie","female","white",0
"2610",2610,"Emily","female","white",0
"2611",2611,"Latonya","female","black",0
"2612",2612,"Latoya","female","black",0
"2613",2613,"Anne","female","white",1
"2614",2614,"Keisha","female","black",1
"2615",2615,"Kenya","female","black",1
"2616",2616,"Meredith","female","white",1
"2617",2617,"Anne","female","white",0
"2618",2618,"Kristen","female","white",0
"2619",2619,"Lakisha","female","black",0
"2620",2620,"Tanisha","female","black",0
"2621",2621,"Anne","female","white",1
"2622",2622,"Ebony","female","black",1
"2623",2623,"Latonya","female","black",0
"2624",2624,"Sarah","female","white",0
"2625",2625,"Allison","female","white",0
"2626",2626,"Anne","female","white",0
"2627",2627,"Ebony","female","black",1
"2628",2628,"Tanisha","female","black",1
"2629",2629,"Geoffrey","male","white",0
"2630",2630,"Rasheed","male","black",0
"2631",2631,"Allison","female","white",0
"2632",2632,"Emily","female","white",0
"2633",2633,"Kenya","female","black",0
"2634",2634,"Latoya","female","black",0
"2635",2635,"Anne","female","white",0
"2636",2636,"Carrie","female","white",0
"2637",2637,"Kenya","female","black",0
"2638",2638,"Latoya","female","black",0
"2639",2639,"Emily","female","white",0
"2640",2640,"Keisha","female","black",0
"2641",2641,"Kenya","female","black",0
"2642",2642,"Sarah","female","white",0
"2643",2643,"Aisha","female","black",0
"2644",2644,"Greg","male","white",0
"2645",2645,"Jay","male","white",0
"2646",2646,"Jermaine","male","black",0
"2647",2647,"Jermaine","male","black",0
"2648",2648,"Kareem","male","black",0
"2649",2649,"Kareem","male","black",0
"2650",2650,"Kristen","female","white",0
"2651",2651,"Kristen","female","white",0
"2652",2652,"Latonya","female","black",0
"2653",2653,"Latoya","female","black",0
"2654",2654,"Matthew","male","white",0
"2655",2655,"Meredith","female","white",0
"2656",2656,"Meredith","female","white",0
"2657",2657,"Todd","male","white",0
"2658",2658,"Tremayne","male","black",0
"2659",2659,"Ebony","female","black",0
"2660",2660,"Jill","female","white",0
"2661",2661,"Kenya","female","black",0
"2662",2662,"Laurie","female","white",0
"2663",2663,"Anne","female","white",0
"2664",2664,"Lakisha","female","black",0
"2665",2665,"Latonya","female","black",1
"2666",2666,"Sarah","female","white",0
"2667",2667,"Ebony","female","black",0
"2668",2668,"Jill","female","white",0
"2669",2669,"Latonya","female","black",0
"2670",2670,"Laurie","female","white",1
"2671",2671,"Anne","female","white",0
"2672",2672,"Lakisha","female","black",0
"2673",2673,"Sarah","female","white",0
"2674",2674,"Tanisha","female","black",0
"2675",2675,"Allison","female","white",0
"2676",2676,"Kenya","female","black",0
"2677",2677,"Kristen","female","white",0
"2678",2678,"Lakisha","female","black",0
"2679",2679,"Anne","female","white",0
"2680",2680,"Ebony","female","black",0
"2681",2681,"Kenya","female","black",0
"2682",2682,"Kristen","female","white",1
"2683",2683,"Aisha","female","black",0
"2684",2684,"Anne","female","white",0
"2685",2685,"Latonya","female","black",0
"2686",2686,"Laurie","female","white",0
"2687",2687,"Carrie","female","white",0
"2688",2688,"Jill","female","white",0
"2689",2689,"Keisha","female","black",0
"2690",2690,"Tamika","female","black",0
"2691",2691,"Aisha","female","black",0
"2692",2692,"Allison","female","white",0
"2693",2693,"Carrie","female","white",1
"2694",2694,"Tamika","female","black",1
"2695",2695,"Anne","female","white",1
"2696",2696,"Jamal","male","black",1
"2697",2697,"Jay","male","white",1
"2698",2698,"Tyrone","male","black",1
"2699",2699,"Brendan","male","white",0
"2700",2700,"Jamal","male","black",0
"2701",2701,"Anne","female","white",0
"2702",2702,"Ebony","female","black",0
"2703",2703,"Kristen","female","white",0
"2704",2704,"Tanisha","female","black",0
"2705",2705,"Lakisha","female","black",0
"2706",2706,"Latonya","female","black",0
"2707",2707,"Laurie","female","white",0
"2708",2708,"Meredith","female","white",0
"2709",2709,"Aisha","female","black",0
"2710",2710,"Allison","female","white",0
"2711",2711,"Allison","female","white",0
"2712",2712,"Brett","male","white",0
"2713",2713,"Carrie","female","white",0
"2714",2714,"Darnell","male","black",0
"2715",2715,"Ebony","female","black",0
"2716",2716,"Ebony","female","black",0
"2717",2717,"Ebony","female","black",0
"2718",2718,"Greg","male","white",0
"2719",2719,"Jay","male","white",0
"2720",2720,"Jill","female","white",0
"2721",2721,"Kareem","male","black",0
"2722",2722,"Keisha","female","black",0
"2723",2723,"Kristen","female","white",0
"2724",2724,"Lakisha","female","black",0
"2725",2725,"Latonya","female","black",0
"2726",2726,"Latonya","female","black",0
"2727",2727,"Laurie","female","white",0
"2728",2728,"Meredith","female","white",0
"2729",2729,"Sarah","female","white",0
"2730",2730,"Tamika","female","black",0
"2731",2731,"Todd","male","white",0
"2732",2732,"Tremayne","male","black",0
"2733",2733,"Laurie","female","white",1
"2734",2734,"Meredith","female","white",0
"2735",2735,"Tamika","female","black",0
"2736",2736,"Tanisha","female","black",0
"2737",2737,"Anne","female","white",0
"2738",2738,"Jill","female","white",1
"2739",2739,"Latonya","female","black",1
"2740",2740,"Tanisha","female","black",0
"2741",2741,"Carrie","female","white",0
"2742",2742,"Kristen","female","white",0
"2743",2743,"Lakisha","female","black",0
"2744",2744,"Tanisha","female","black",0
"2745",2745,"Anne","female","white",1
"2746",2746,"Ebony","female","black",0
"2747",2747,"Kenya","female","black",1
"2748",2748,"Sarah","female","white",0
"2749",2749,"Anne","female","white",1
"2750",2750,"Ebony","female","black",0
"2751",2751,"Latonya","female","black",1
"2752",2752,"Sarah","female","white",0
"2753",2753,"Allison","female","white",0
"2754",2754,"Keisha","female","black",0
"2755",2755,"Laurie","female","white",0
"2756",2756,"Tamika","female","black",0
"2757",2757,"Meredith","female","white",0
"2758",2758,"Tamika","female","black",0
"2759",2759,"Allison","female","white",0
"2760",2760,"Brett","male","white",0
"2761",2761,"Lakisha","female","black",1
"2762",2762,"Tyrone","male","black",0
"2763",2763,"Anne","female","white",0
"2764",2764,"Latoya","female","black",0
"2765",2765,"Meredith","female","white",0
"2766",2766,"Tamika","female","black",0
"2767",2767,"Carrie","female","white",0
"2768",2768,"Ebony","female","black",0
"2769",2769,"Jay","male","white",0
"2770",2770,"Latoya","female","black",0
"2771",2771,"Sarah","female","white",0
"2772",2772,"Tamika","female","black",0
"2773",2773,"Aisha","female","black",0
"2774",2774,"Anne","female","white",0
"2775",2775,"Jill","female","white",0
"2776",2776,"Tanisha","female","black",0
"2777",2777,"Kristen","female","white",0
"2778",2778,"Sarah","female","white",0
"2779",2779,"Tamika","female","black",0
"2780",2780,"Tanisha","female","black",0
"2781",2781,"Anne","female","white",0
"2782",2782,"Tanisha","female","black",0
"2783",2783,"Kristen","female","white",0
"2784",2784,"Tremayne","male","black",0
"2785",2785,"Brett","male","white",0
"2786",2786,"Ebony","female","black",0
"2787",2787,"Emily","female","white",0
"2788",2788,"Geoffrey","male","white",0
"2789",2789,"Jamal","male","black",0
"2790",2790,"Jill","female","white",0
"2791",2791,"Lakisha","female","black",0
"2792",2792,"Tyrone","male","black",0
"2793",2793,"Allison","female","white",0
"2794",2794,"Lakisha","female","black",0
"2795",2795,"Latoya","female","black",0
"2796",2796,"Meredith","female","white",0
"2797",2797,"Allison","female","white",0
"2798",2798,"Brad","male","white",0
"2799",2799,"Darnell","male","black",0
"2800",2800,"Kenya","female","black",0
"2801",2801,"Latonya","female","black",0
"2802",2802,"Meredith","female","white",0
"2803",2803,"Laurie","female","white",0
"2804",2804,"Tamika","female","black",0
"2805",2805,"Brad","male","white",0
"2806",2806,"Latonya","female","black",0
"2807",2807,"Laurie","female","white",0
"2808",2808,"Tanisha","female","black",0
"2809",2809,"Aisha","female","black",0
"2810",2810,"Jill","female","white",0
"2811",2811,"Latonya","female","black",0
"2812",2812,"Laurie","female","white",0
"2813",2813,"Anne","female","white",0
"2814",2814,"Jill","female","white",0
"2815",2815,"Kenya","female","black",0
"2816",2816,"Lakisha","female","black",0
"2817",2817,"Jay","male","white",0
"2818",2818,"Jill","female","white",0
"2819",2819,"Kareem","male","black",0
"2820",2820,"Latoya","female","black",0
"2821",2821,"Leroy","male","black",0
"2822",2822,"Sarah","female","white",0
"2823",2823,"Aisha","female","black",0
"2824",2824,"Laurie","female","white",0
"2825",2825,"Sarah","female","white",0
"2826",2826,"Tamika","female","black",0
"2827",2827,"Jill","female","white",0
"2828",2828,"Keisha","female","black",0
"2829",2829,"Kenya","female","black",0
"2830",2830,"Kristen","female","white",0
"2831",2831,"Anne","female","white",0
"2832",2832,"Anne","female","white",0
"2833",2833,"Darnell","male","black",0
"2834",2834,"Emily","female","white",0
"2835",2835,"Keisha","female","black",0
"2836",2836,"Tanisha","female","black",0
"2837",2837,"Emily","female","white",0
"2838",2838,"Kenya","female","black",0
"2839",2839,"Kristen","female","white",0
"2840",2840,"Latonya","female","black",0
"2841",2841,"Kristen","female","white",0
"2842",2842,"Latoya","female","black",0
"2843",2843,"Tamika","female","black",0
"2844",2844,"Todd","male","white",0
"2845",2845,"Jill","female","white",1
"2846",2846,"Kristen","female","white",1
"2847",2847,"Latoya","female","black",1
"2848",2848,"Tamika","female","black",0
"2849",2849,"Kristen","female","white",1
"2850",2850,"Tamika","female","black",0
"2851",2851,"Aisha","female","black",0
"2852",2852,"Ebony","female","black",0
"2853",2853,"Emily","female","white",0
"2854",2854,"Jill","female","white",0
"2855",2855,"Latoya","female","black",0
"2856",2856,"Laurie","female","white",0
"2857",2857,"Darnell","male","black",0
"2858",2858,"Jay","male","white",0
"2859",2859,"Lakisha","female","black",0
"2860",2860,"Latoya","female","black",0
"2861",2861,"Matthew","male","white",0
"2862",2862,"Meredith","female","white",0
"2863",2863,"Sarah","female","white",0
"2864",2864,"Tamika","female","black",0
"2865",2865,"Allison","female","white",0
"2866",2866,"Ebony","female","black",0
"2867",2867,"Jill","female","white",0
"2868",2868,"Keisha","female","black",0
"2869",2869,"Jamal","male","black",0
"2870",2870,"Meredith","female","white",0
"2871",2871,"Sarah","female","white",0
"2872",2872,"Tanisha","female","black",0
"2873",2873,"Carrie","female","white",0
"2874",2874,"Latoya","female","black",0
"2875",2875,"Allison","female","white",0
"2876",2876,"Hakim","male","black",0
"2877",2877,"Jill","female","white",0
"2878",2878,"Keisha","female","black",0
"2879",2879,"Kristen","female","white",0
"2880",2880,"Tanisha","female","black",0
"2881",2881,"Anne","female","white",0
"2882",2882,"Keisha","female","black",0
"2883",2883,"Kenya","female","black",1
"2884",2884,"Kristen","female","white",1
"2885",2885,"Latonya","female","black",0
"2886",2886,"Sarah","female","white",0
"2887",2887,"Aisha","female","black",0
"2888",2888,"Emily","female","white",0
"2889",2889,"Jay","male","white",0
"2890",2890,"Kristen","female","white",0
"2891",2891,"Latoya","female","black",0
"2892",2892,"Tanisha","female","black",0
"2893",2893,"Anne","female","white",0
"2894",2894,"Carrie","female","white",1
"2895",2895,"Darnell","male","black",0
"2896",2896,"Latoya","female","black",1
"2897",2897,"Laurie","female","white",1
"2898",2898,"Tanisha","female","black",0
"2899",2899,"Anne","female","white",0
"2900",2900,"Darnell","male","black",0
"2901",2901,"Jay","male","white",0
"2902",2902,"Tanisha","female","black",0
"2903",2903,"Carrie","female","white",0
"2904",2904,"Emily","female","white",1
"2905",2905,"Sarah","female","white",0
"2906",2906,"Tamika","female","black",1
"2907",2907,"Tanisha","female","black",0
"2908",2908,"Tremayne","male","black",0
"2909",2909,"Anne","female","white",0
"2910",2910,"Jill","female","white",0
"2911",2911,"Kenya","female","black",0
"2912",2912,"Lakisha","female","black",0
"2913",2913,"Matthew","male","white",0
"2914",2914,"Tamika","female","black",0
"2915",2915,"Matthew","male","white",0
"2916",2916,"Tanisha","female","black",0
"2917",2917,"Anne","female","white",0
"2918",2918,"Latoya","female","black",0
"2919",2919,"Meredith","female","white",0
"2920",2920,"Tamika","female","black",0
"2921",2921,"Aisha","female","black",0
"2922",2922,"Emily","female","white",0
"2923",2923,"Greg","male","white",0
"2924",2924,"Hakim","male","black",0
"2925",2925,"Jill","female","white",0
"2926",2926,"Keisha","female","black",0
"2927",2927,"Kenya","female","black",0
"2928",2928,"Laurie","female","white",0
"2929",2929,"Sarah","female","white",0
"2930",2930,"Tamika","female","black",0
"2931",2931,"Carrie","female","white",0
"2932",2932,"Ebony","female","black",0
"2933",2933,"Jamal","male","black",0
"2934",2934,"Jill","female","white",0
"2935",2935,"Kenya","female","black",0
"2936",2936,"Latoya","female","black",0
"2937",2937,"Meredith","female","white",0
"2938",2938,"Todd","male","white",0
"2939",2939,"Aisha","female","black",0
"2940",2940,"Allison","female","white",0
"2941",2941,"Brad","male","white",0
"2942",2942,"Geoffrey","male","white",0
"2943",2943,"Hakim","male","black",0
"2944",2944,"Latoya","female","black",0
"2945",2945,"Sarah","female","white",0
"2946",2946,"Tanisha","female","black",0
"2947",2947,"Allison","female","white",0
"2948",2948,"Allison","female","white",0
"2949",2949,"Anne","female","white",0
"2950",2950,"Brad","male","white",1
"2951",2951,"Brendan","male","white",1
"2952",2952,"Brendan","male","white",0
"2953",2953,"Brett","male","white",0
"2954",2954,"Brett","male","white",0
"2955",2955,"Darnell","male","black",0
"2956",2956,"Ebony","female","black",0
"2957",2957,"Emily","female","white",0
"2958",2958,"Greg","male","white",0
"2959",2959,"Hakim","male","black",0
"2960",2960,"Jill","female","white",0
"2961",2961,"Kristen","female","white",0
"2962",2962,"Latonya","female","black",0
"2963",2963,"Latonya","female","black",0
"2964",2964,"Latonya","female","black",0
"2965",2965,"Latoya","female","black",0
"2966",2966,"Laurie","female","white",0
"2967",2967,"Meredith","female","white",0
"2968",2968,"Neil","male","white",0
"2969",2969,"Rasheed","male","black",0
"2970",2970,"Rasheed","male","black",0
"2971",2971,"Sarah","female","white",0
"2972",2972,"Tamika","female","black",1
"2973",2973,"Tamika","female","black",0
"2974",2974,"Tamika","female","black",0
"2975",2975,"Tamika","female","black",0
"2976",2976,"Tamika","female","black",0
"2977",2977,"Tamika","female","black",0
"2978",2978,"Todd","male","white",0
"2979",2979,"Todd","male","white",0
"2980",2980,"Tremayne","male","black",0
"2981",2981,"Tyrone","male","black",0
"2982",2982,"Tyrone","male","black",0
"2983",2983,"Ebony","female","black",0
"2984",2984,"Kristen","female","white",0
"2985",2985,"Latoya","female","black",0
"2986",2986,"Sarah","female","white",0
"2987",2987,"Anne","female","white",0
"2988",2988,"Emily","female","white",0
"2989",2989,"Kenya","female","black",0
"2990",2990,"Latoya","female","black",0
"2991",2991,"Allison","female","white",0
"2992",2992,"Ebony","female","black",0
"2993",2993,"Keisha","female","black",0
"2994",2994,"Kristen","female","white",0
"2995",2995,"Brad","male","white",0
"2996",2996,"Brendan","male","white",0
"2997",2997,"Brett","male","white",0
"2998",2998,"Carrie","female","white",0
"2999",2999,"Darnell","male","black",0
"3000",3000,"Ebony","female","black",0
"3001",3001,"Greg","male","white",0
"3002",3002,"Greg","male","white",0
"3003",3003,"Jamal","male","black",0
"3004",3004,"Kareem","male","black",0
"3005",3005,"Keisha","female","black",0
"3006",3006,"Lakisha","female","black",0
"3007",3007,"Latoya","female","black",0
"3008",3008,"Latoya","female","black",0
"3009",3009,"Latoya","female","black",1
"3010",3010,"Laurie","female","white",0
"3011",3011,"Neil","male","white",0
"3012",3012,"Neil","male","white",0
"3013",3013,"Neil","male","white",0
"3014",3014,"Rasheed","male","black",0
"3015",3015,"Sarah","female","white",0
"3016",3016,"Sarah","female","white",0
"3017",3017,"Tanisha","female","black",0
"3018",3018,"Tremayne","male","black",0
"3019",3019,"Carrie","female","white",0
"3020",3020,"Emily","female","white",1
"3021",3021,"Latonya","female","black",1
"3022",3022,"Tanisha","female","black",0
"3023",3023,"Allison","female","white",0
"3024",3024,"Kenya","female","black",0
"3025",3025,"Kristen","female","white",0
"3026",3026,"Latonya","female","black",0
"3027",3027,"Allison","female","white",0
"3028",3028,"Carrie","female","white",0
"3029",3029,"Keisha","female","black",0
"3030",3030,"Tanisha","female","black",0
"3031",3031,"Anne","female","white",0
"3032",3032,"Carrie","female","white",0
"3033",3033,"Lakisha","female","black",0
"3034",3034,"Tanisha","female","black",0
"3035",3035,"Anne","female","white",0
"3036",3036,"Ebony","female","black",0
"3037",3037,"Kenya","female","black",0
"3038",3038,"Meredith","female","white",0
"3039",3039,"Emily","female","white",0
"3040",3040,"Geoffrey","male","white",0
"3041",3041,"Rasheed","male","black",0
"3042",3042,"Tremayne","male","black",0
"3043",3043,"Ebony","female","black",1
"3044",3044,"Jill","female","white",0
"3045",3045,"Kristen","female","white",0
"3046",3046,"Latonya","female","black",0
"3047",3047,"Anne","female","white",0
"3048",3048,"Keisha","female","black",0
"3049",3049,"Sarah","female","white",0
"3050",3050,"Tanisha","female","black",0
"3051",3051,"Aisha","female","black",0
"3052",3052,"Brad","male","white",0
"3053",3053,"Brett","male","white",0
"3054",3054,"Carrie","female","white",0
"3055",3055,"Carrie","female","white",0
"3056",3056,"Ebony","female","black",0
"3057",3057,"Geoffrey","male","white",0
"3058",3058,"Kareem","male","black",0
"3059",3059,"Kareem","male","black",0
"3060",3060,"Keisha","female","black",0
"3061",3061,"Neil","male","white",0
"3062",3062,"Tremayne","male","black",0
"3063",3063,"Jill","female","white",0
"3064",3064,"Kenya","female","black",0
"3065",3065,"Latonya","female","black",0
"3066",3066,"Laurie","female","white",0
"3067",3067,"Carrie","female","white",0
"3068",3068,"Jill","female","white",0
"3069",3069,"Keisha","female","black",0
"3070",3070,"Kenya","female","black",0
"3071",3071,"Allison","female","white",0
"3072",3072,"Emily","female","white",0
"3073",3073,"Latoya","female","black",0
"3074",3074,"Tanisha","female","black",0
"3075",3075,"Anne","female","white",0
"3076",3076,"Carrie","female","white",0
"3077",3077,"Lakisha","female","black",0
"3078",3078,"Latonya","female","black",0
"3079",3079,"Allison","female","white",0
"3080",3080,"Ebony","female","black",0
"3081",3081,"Meredith","female","white",0
"3082",3082,"Tamika","female","black",0
"3083",3083,"Jill","female","white",0
"3084",3084,"Kristen","female","white",0
"3085",3085,"Latoya","female","black",0
"3086",3086,"Tamika","female","black",0
"3087",3087,"Aisha","female","black",0
"3088",3088,"Lakisha","female","black",0
"3089",3089,"Laurie","female","white",0
"3090",3090,"Meredith","female","white",0
"3091",3091,"Emily","female","white",0
"3092",3092,"Lakisha","female","black",0
"3093",3093,"Sarah","female","white",0
"3094",3094,"Tanisha","female","black",0
"3095",3095,"Emily","female","white",0
"3096",3096,"Hakim","male","black",1
"3097",3097,"Laurie","female","white",0
"3098",3098,"Tyrone","male","black",0
"3099",3099,"Anne","female","white",0
"3100",3100,"Emily","female","white",0
"3101",3101,"Tamika","female","black",0
"3102",3102,"Tamika","female","black",0
"3103",3103,"Aisha","female","black",0
"3104",3104,"Allison","female","white",0
"3105",3105,"Carrie","female","white",0
"3106",3106,"Emily","female","white",0
"3107",3107,"Emily","female","white",0
"3108",3108,"Geoffrey","male","white",0
"3109",3109,"Greg","male","white",0
"3110",3110,"Hakim","male","black",0
"3111",3111,"Hakim","male","black",0
"3112",3112,"Jay","male","white",0
"3113",3113,"Keisha","female","black",0
"3114",3114,"Lakisha","female","black",0
"3115",3115,"Latoya","female","black",0
"3116",3116,"Laurie","female","white",0
"3117",3117,"Matthew","male","white",0
"3118",3118,"Rasheed","male","black",0
"3119",3119,"Tanisha","female","black",0
"3120",3120,"Todd","male","white",0
"3121",3121,"Tremayne","male","black",0
"3122",3122,"Tyrone","male","black",0
"3123",3123,"Kristen","female","white",0
"3124",3124,"Lakisha","female","black",0
"3125",3125,"Matthew","male","white",0
"3126",3126,"Tremayne","male","black",0
"3127",3127,"Allison","female","white",0
"3128",3128,"Carrie","female","white",0
"3129",3129,"Kenya","female","black",0
"3130",3130,"Latoya","female","black",0
"3131",3131,"Brad","male","white",0
"3132",3132,"Brendan","male","white",0
"3133",3133,"Brett","male","white",0
"3134",3134,"Carrie","female","white",0
"3135",3135,"Darnell","male","black",0
"3136",3136,"Geoffrey","male","white",0
"3137",3137,"Greg","male","white",0
"3138",3138,"Jamal","male","black",0
"3139",3139,"Jermaine","male","black",0
"3140",3140,"Kareem","male","black",0
"3141",3141,"Keisha","female","black",0
"3142",3142,"Kristen","female","white",0
"3143",3143,"Kristen","female","white",0
"3144",3144,"Latonya","female","black",0
"3145",3145,"Latonya","female","black",0
"3146",3146,"Latoya","female","black",0
"3147",3147,"Laurie","female","white",0
"3148",3148,"Leroy","male","black",0
"3149",3149,"Neil","male","white",0
"3150",3150,"Neil","male","white",0
"3151",3151,"Sarah","female","white",0
"3152",3152,"Tamika","female","black",0
"3153",3153,"Tremayne","male","black",0
"3154",3154,"Tyrone","male","black",0
"3155",3155,"Aisha","female","black",0
"3156",3156,"Allison","female","white",0
"3157",3157,"Jill","female","white",1
"3158",3158,"Tamika","female","black",0
"3159",3159,"Aisha","female","black",0
"3160",3160,"Allison","female","white",0
